id,observed_on,latitude,longitude
87314249,2021-07-16,45.9200821524,-1.3439322263
87331175,2021-07-16,44.2312290531,-64.4274719059
87341757,2021-07-15,18.4444666667,-66.00936945
87342314,2021-07-15,60.0348405298,-149.5599181716
87342925,2021-07-16,42.4174668959,-70.9079915943
87348913,2021-07-16,30.1883495,-85.6436255
87353326,2021-06-25,44.6753466667,-124.0777971667
87355223,2021-06-25,44.6748383333,-124.0778195
87356493,2021-06-23,21.6515844487,-158.0630488482
87357360,2021-07-16,48.1672527574,-123.704711938
87357525,2021-07-03,21.0138584391,-156.6395537871
87360333,2021-07-03,21.0152741505,-156.6390879462
87360338,2021-07-03,21.0142425807,-156.6384334872
87360393,2021-07-03,21.014182489,-156.6385501268
87361793,2021-07-16,36.8169327766,-121.7936479883
87367129,2021-04-26,33.7909698486,-78.7315750122
87368339,2021-07-15,48.8130916667,-125.1707833333
87368932,2021-07-16,59.542345,-139.7909383333
87378357,2021-07-17,37.0680555556,7.2813888889
87378662,2021-07-17,37.0683333333,7.2827777778
87384225,2021-07-17,37.6879311707,26.9396344095
87392280,2021-07-15,1.3909433,103.9920554
87392306,2021-07-11,35.1263976933,139.8364432257
87393558,2021-07-17,-33.8500776997,121.1919682
87393630,2021-07-17,-33.8500776997,121.1919682
87393641,2021-07-17,-33.8500776997,121.1919682
87406656,2021-07-10,42.6956,-9.0312
87408087,2021-07-10,35.5765820531,-121.1150779721
87411613,2021-07-17,32.7897047335,-79.7750005459
87418088,2021-07-17,33.5989960749,-117.8832697683
87423123,2021-07-17,36.6581796631,25.3668294847
87428499,2021-07-16,50.5556862494,-4.9295132607
87431446,2021-07-17,18.4923116667,-66.6415033333
87433968,2021-07-16,44.0830694444,-124.1274194444
87435248,2021-07-11,21.5494874441,-158.2428011322
87438192,2021-07-17,53.8853383333,-3.04955
87447419,2020-03-13,7.7256656,98.7877848
87447470,2020-03-13,7.7256656,98.7877848
87447489,2020-03-13,7.7256656,98.7877848
87447490,2020-03-13,7.7256656,98.7877848
87451889,2021-07-17,18.4923866667,-66.6391833333
87454357,2021-07-16,37.7236368695,23.3858763054
87455089,2021-07-16,37.7237222618,23.3861126751
87455175,2021-07-16,37.7236331568,23.3859447017
87458973,2021-07-14,48.2613825985,-124.2524492462
87463464,2021-07-16,42.6722403624,-70.5672428316
87465166,2021-07-15,34.3873533424,-119.5167383333
87471422,2021-07-17,48.167718,-123.70918
87473601,2021-07-17,1.2273236022,103.751262533
87487212,2021-07-17,36.6219333333,-121.9416883333
87490189,2021-07-15,26.7721207866,-80.0436850126
87490245,2021-07-17,55.5220726415,-131.7677564374
87490395,2021-07-17,33.8778916667,-118.4100633333
87498621,2021-07-17,35.2893633333,-120.88305
87500489,2021-07-16,26.7832146462,-80.0433506863
87508143,2021-06-12,12.5382846256,101.4484127648
87509312,2021-07-17,37.0959064802,-122.2795869558
87511133,2021-07-16,33.7063482632,-118.2933998108
87513524,2021-07-14,-35.8880583333,174.7178016667
87520739,2021-07-17,22.3308412411,114.3696784723
87554626,2021-07-18,43.0287805,131.7854783333
87554734,2021-07-18,43.0287945,131.7855533333
87554864,2021-07-17,22.2594623194,114.3500265535
87555357,2021-07-17,22.2656400955,114.3683540338
87556355,2021-07-17,49.709105,-124.8764416667
87557149,2021-07-17,22.2656652312,114.3681123316
87560707,2021-07-18,39.7044802636,3.4745700988
87562099,2021-07-18,42.65491073,-70.68936852
87570533,2021-07-18,34.0097666667,-118.7941133333
87584327,2021-07-17,43.962405,-64.7377466667
87585696,2021-07-18,33.4640981848,-118.5219899489
87587555,2020-03-13,7.807901,98.627745
87587579,2020-03-13,7.807901,98.627745
87593222,2021-07-14,48.855877669,-125.1832912624
87596253,2021-07-18,44.1273384094,-68.9307022095
87614767,2021-07-15,53.817525,-130.633775
87614789,2021-07-18,36.9166297913,-76.0585174561
87615302,2021-07-14,53.8453033333,-130.6642916667
87617569,2021-07-04,41.1336963714,9.1074460431
87617879,2021-07-18,41.6646499634,-70.1816253662
87619000,2021-07-17,39.2160502567,20.485096565
87622844,2021-07-14,34.410639,-119.685827
87622845,2021-07-18,30.2867622375,-86.041847229
87633911,2021-06-30,48.2848866667,-69.44812
87637628,2021-07-18,29.6688916516,-83.3881358547
87643753,2021-07-14,45.3361383333,-123.9739133333
87646333,2021-07-10,38.3666,-123.0728083333
87647427,2021-07-18,45.0892385895,-64.9747209988
87651250,2021-07-18,18.3987305556,-65.7681222222
87657433,2021-07-18,33.9975466667,-118.48655
87662393,2021-07-18,48.1661995,-123.7051966
87686562,2021-07-19,41.8764223563,12.1764574572
87698381,2021-03-07,-38.5053186233,145.1393478736
87698385,2021-03-07,-38.5053186233,145.1393478736
87705377,2021-07-19,41.8481072142,3.1390433107
87705382,2021-07-19,41.8481072142,3.1390433107
87705414,2021-07-19,41.8481072142,3.1390433107
87705421,2021-07-19,41.8481072142,3.1390433107
87705451,2021-07-19,41.8481072142,3.1390433107
87705459,2021-07-19,41.8481072142,3.1390433107
87706234,2021-07-18,39.5224041078,2.4672894227
87720005,2021-07-19,42.46501738,18.73415769
87725864,2021-07-16,29.709792139,-83.5162177545
87725865,2021-07-16,29.7097637118,-83.5162874919
87726080,2021-07-12,36.5141605622,-121.9421648104
87728191,2021-07-10,48.524595,-124.4412616667
87732367,2021-07-19,36.9381921972,-121.8686396723
87734311,2021-07-19,49.3228083333,-124.254745
87737714,2021-07-19,56.5402906714,10.7662791034
87742656,2020-03-15,27.74428,-82.760345
87743543,2021-07-09,15.7209178918,-96.1630921088
87757664,2021-07-16,43.8903259696,15.5351692066
87759815,2021-07-17,38.5326807,-123.27355
87760645,2021-07-19,27.1866666667,-80.1591666667
87779831,2019-06-09,46.1162555,-59.8864333333
87780043,2021-07-19,46.646095,-60.4018651
87780175,2021-07-19,,
87782088,2021-07-19,49.1697083333,-126.0096444444
87782338,2021-05-31,37.42715,-122.439675
87787529,2021-07-04,24.5449005399,-81.8106560902
87789765,2021-07-04,24.6262695526,-82.8729645023
87789773,2021-07-04,24.6262695526,-82.8729645023
87789776,2021-07-04,24.6262695526,-82.8729645023
87791007,2015-03-05,19.5976079025,-96.3743708729
87793517,2021-07-19,43.6236826128,-70.2090933629
87794520,2021-07-05,25.1234179692,-80.2973700497
87794530,2021-07-05,25.1234179692,-80.2973700497
87802315,2021-07-19,44.6428133333,-63.3666333333
87804453,2020-03-03,33.4325352332,-79.1192502182
87805939,2021-07-20,-34.0631237652,151.1588001255
87809492,2021-07-16,30.441551,-116.025661
87809678,2021-06-13,12.5533030743,101.4503873368
87814588,2021-07-20,43.0776960608,131.8407342955
87820886,2021-06-19,-36.620495617,174.8277852164
87824797,2021-07-20,-36.780482588,175.0099077318
87829510,2021-07-16,38.3804066012,20.7173144491
87837282,2021-04-16,-36.4295892937,150.0844038977
87854835,2021-07-20,18.5131912231,-67.0762329102
87857835,2021-07-15,35.1427459177,-120.6412828714
87859049,2021-07-20,10.4407533333,104.3215716667
87860933,2017-02-20,12.4486383333,121.4212883333
87861776,2021-07-20,18.44433935,-66.02046735
87861919,2021-07-20,18.44422552,-66.02053232
87862292,2017-02-26,12.26872,121.3772133333
87863733,2021-07-19,47.2301833333,-124.2165366667
87873110,2021-04-23,45.323858,12.321323
87887446,2021-07-20,18.3865777778,-65.6245222222
87888150,2021-07-20,18.386425,-65.6248083333
87898935,2021-07-20,49.65108895,-54.76617176
87904973,2021-07-20,18.1841966667,-65.7047366667
87905951,2021-07-20,35.3762694444,-120.8651555556
87906957,2021-07-20,35.3775,-120.8651861111
87908745,2021-07-20,-1.547745,-80.8113416667
87911231,2021-07-17,18.3846383333,-94.7276
87915928,2016-10-04,-9.6639896121,-35.6948071502
87940981,2005-11-22,29.7809091833,-85.4028101133
87940999,2005-11-22,29.7809091833,-85.4028101133
87941590,2021-07-17,45.0065012324,-124.0102093121
87941734,2021-07-20,21.6529606532,-158.0633183909
87947982,2021-02-07,43.3019121076,-124.3991774317
87948170,2021-04-28,44.6187351278,-124.0555332624
87949817,2021-07-20,48.1675035092,-123.7090752003
87949918,2021-07-17,34.0454878821,-118.9321843885
87953404,2021-06-25,44.9689353413,-124.1517125357
87954011,2021-07-21,-39.0858885879,177.8749447224
87958105,2014-01-10,22.2266504591,-159.4650092974
87964313,2021-07-15,41.6989630968,9.4020004643
87965356,2021-07-21,53.4791978,6.1773828
87966853,2021-07-21,55.4958679475,8.2574743775
87974322,2021-07-19,43.0662608333,131.9333877778
87974377,2021-07-20,46.007575,-1.3269972222
87983337,2021-07-20,27.4355963728,-82.6893549777
88000965,2021-07-20,29.7746716667,-85.398255
88011415,2015-07-07,35.2996802352,25.7282419889
88015311,2021-07-16,23.7898264445,-97.736014165
88017073,2021-07-21,37.295009613,-8.8627319336
88018372,2021-07-21,28.0064499037,-83.033167902
88018388,2021-07-21,28.0064499037,-83.033167902
88018391,2021-07-21,28.0064499037,-83.033167902
88021018,2021-07-21,17.9540165,-66.8513939997
88021634,2021-07-21,33.604391967,-117.896521222
88028011,2021-07-21,49.66796157,-54.75621638
88029621,2021-07-21,57.3413467406,9.7078638075
88044556,2021-07-21,21.894475,-159.6074366667
88044588,2021-07-21,21.89468,-159.6073
88045632,2021-07-21,49.66796415,-54.75620554
88047016,2021-07-21,36.9500812,-122.0602587
88062516,2021-07-21,39.0250078276,-74.7889523332
88068711,2021-07-21,47.921545,-122.6039583333
88068734,2021-07-21,47.92163977,-122.604149928
88070172,2016-08-26,24.293850719,-110.1631362287
88070401,2021-07-21,33.5135375415,-117.758155514
88078676,2015-06-30,15.8244989977,-97.0505238911
88078681,2015-07-19,24.1434038366,-109.9333497611
88081430,2021-07-21,15.7661294936,-96.1362380981
88085040,2021-06-23,49.95708,-125.2061833333
88086278,2021-07-21,33.7147403677,-118.3142382279
88087207,2021-07-13,49.8491366667,-125.0903166667
88106917,2021-07-21,25.7006,-80.09015
88108501,2021-07-21,44.2294616667,-68.5372083333
88108933,2021-07-21,44.2297083333,-68.53533
88112172,2021-07-11,-41.1808692263,173.3666162147
88113279,2021-07-22,51.0806288421,2.5361426175
88146654,2021-06-25,44.6752466667,-124.07805
88150036,2021-07-22,38.6024563051,20.6264159828
88150733,2021-07-12,44.6753675053,-124.0775363572
88150973,2021-07-20,44.6755271755,-124.0775342851
88159774,2021-07-22,57.0504619008,-135.3271660627
88159817,2021-07-22,57.0506125614,-135.3265223325
88162063,2021-07-22,49.5268710237,-124.636691278
88168223,2021-07-22,44.3153631784,-68.1906595788
88176767,2021-07-18,20.8723474099,-105.4388856143
88177797,2021-07-22,44.2760620237,-68.2535223663
88180726,2021-07-19,29.0010989,-80.889215
88188449,2021-07-22,48.167675,-123.7095083333
88188518,2021-07-22,48.1672138889,-123.7087027778
88202560,2021-07-19,36.5134861111,-121.9458861111
88205871,2021-07-21,48.5437783333,-124.5031966667
88205957,2020-05-29,56.8972206116,8.7552776337
88207134,2021-07-22,23.1871133333,-106.4096316667
88207235,2021-06-21,-12.1284972621,-77.0370406829
88216332,2021-07-23,43.0246327369,131.906847395
88236176,2021-07-23,38.4738783333,-8.9824683333
88236186,2021-07-23,38.47399,-8.981915
88237585,2021-07-23,-19.1547040118,146.8612847605
88239697,2021-07-23,39.00053333,-74.78752167
88245906,2021-07-22,31.990605,-80.84542167
88246467,2021-05-11,41.7461128235,-124.1796569824
88248701,2021-07-23,44.3386514628,-68.0445391163
88252122,2021-06-25,44.67533,-124.0780638333
88252168,2021-06-25,44.67533,-124.0780638333
88254925,2021-07-23,32.8855400085,-117.2522506714
88258297,2021-07-23,37.1745889066,-7.428979038
88266287,2021-07-21,53.5151277778,6.3902916667
88267042,2021-06-25,44.6754116667,-124.0780861667
88268510,2021-06-25,44.6753283333,-124.0779888333
88270217,2021-07-23,42.58,8.7238888889
88271938,2021-07-15,48.841371881,-125.2091505378
88274438,2021-07-20,53.5007972222,6.1667722222
88274441,2021-07-20,53.5011111111,6.168125
88274461,2021-07-20,53.5014111111,6.1736416667
88276708,2021-07-09,37.7200682,-122.5057103
88280412,2021-06-25,44.6752866667,-124.0778361667
88281020,2021-07-20,38.7049807572,13.1740244227
88281852,2021-07-22,48.1677686939,-123.7086454766
88282391,2021-06-25,44.675245,-124.0778721667
88287950,2021-07-23,44.6744537354,-124.0770721436
88288811,2021-06-25,44.6751583333,-124.0778111667
88290319,2021-06-25,44.6752283333,-124.077575
88291824,2021-07-22,48.1676333333,-123.70832
88293759,2021-07-23,30.8214821273,-81.439689232
88295917,2018-07-15,20.631745,-156.495507
88298979,2021-01-21,-23.9603200802,-46.396872662
88300167,2021-07-23,27.304669,-82.5675268
88306395,2021-07-21,38.6937498133,13.1542499939
88307490,2021-07-23,45.7327651978,-123.9437866211
88308143,2019-08-06,-1.4829766667,-80.7934633333
88318871,2021-07-11,20.4230989796,-87.2945432435
88321647,2021-07-23,47.9408333333,-64.4702133333
88324111,2021-07-23,47.4031924905,-122.3318396509
88324960,2021-07-21,15.6650646102,-96.494647935
88326381,2021-07-21,15.6655188214,-96.4939948171
88326659,2021-07-23,44.83222,-124.059525
88327822,2020-11-14,33.7377827538,-118.375417994
88328623,2020-11-14,33.7376343711,-118.3754588615
88336728,2021-07-23,42.4427647481,-70.9389517084
88343417,2021-07-19,48.6478366667,-124.803275
88349687,2021-07-23,20.6832818213,-156.4433341869
88351111,2021-07-19,20.6957248545,-156.444554748
88353875,2021-07-24,1.392552151,103.9892229866
88359552,2021-06-26,56.8270277778,-135.4862888889
88364910,2021-07-24,39.7724987707,3.4421184403
88368055,2021-07-23,42.3811138479,3.1568564102
88368514,2021-07-24,43.030533407,131.8971696496
88372679,2021-06-05,12.5519671769,101.4514238709
88376459,2021-07-24,43.1935666667,17.1395805
88382550,2021-07-23,47.940811571,-64.4701756909
88387419,2021-07-23,49.8006065821,-124.5194003182
88389274,2021-07-24,37.1760463916,-7.4392739
88392588,2007-09-28,-8.8026950375,118.3814334869
88398668,2021-07-24,43.3570702087,-5.859326832
88398739,2021-07-19,37.2268866667,-122.41095
88401202,2021-07-24,30.3251133333,-87.17855
88402227,2021-07-24,45.7248573303,-123.9459457397
88409204,2021-07-24,43.4768765648,-3.8647921717
88415438,2021-07-24,50.523395,-126.599045
88419636,2021-07-24,42.7398416667,-124.486755
88422971,2021-07-24,-1.6883550443,-80.8107006177
88423236,2021-07-24,57.0326573373,-135.3249858185
88423642,2021-07-22,38.4348275797,-9.0604134078
88435194,2021-07-24,47.12154474,-122.77496967
88438125,2021-07-24,47.4825005136,-122.3628852144
88446212,2021-07-24,48.5255383333,-124.4479666667
88446273,2021-07-24,48.525305,-124.4485083333
88449262,2021-07-24,35.3840273717,-120.8647055179
88449675,2021-07-24,44.6220092773,-124.0449371338
88453280,2021-07-24,32.5543694444,-117.1285555556
88454980,2021-07-24,44.3931045532,-68.2091598511
88456209,2021-07-24,48.8116777778,-123.3236555556
88463601,2021-07-24,48.1671083333,-123.7050611111
88463635,2021-07-24,48.1670194444,-123.7055638889
88463657,2021-07-24,48.1669861111,-123.7058138889
88468118,2021-07-24,33.6072949907,-117.8970709071
88472301,2020-01-15,7.250946385,100.5071142688
88472587,2021-07-24,37.1815605186,-122.394586008
88477182,2021-07-22,45.7338133333,-123.9478133333
88478361,2021-07-24,20.4264579482,-96.960189566
88479531,2021-07-25,1.38597,104.0014722217
88480082,2021-07-24,44.3953918997,-68.2090742
88482682,2021-07-24,36.8159063457,-121.7922918529
88483266,2021-07-24,45.8919754028,-123.967010498
88484525,2021-07-24,45.8849865,-123.9598445
88485522,2021-07-24,35.5080795288,-120.6719284058
88486845,2021-07-24,36.5393005,-121.9318944
88487899,2021-07-25,1.3846633333,104.00286945
88492145,2008-07-02,-8.3552456137,116.0494995117
88492482,2021-07-25,42.8146286011,132.7973632813
88498768,2021-07-25,-33.9830604184,151.2537648529
88500811,2021-07-25,1.3923876011,103.984523149
88501028,2021-07-23,34.0078378649,-119.5295587928
88501931,2021-07-24,45.7340388889,-123.9471638889
88504457,2021-07-24,21.0055227446,-156.6663668504
88505453,2021-07-25,-32.9569832233,151.7450999469
88518047,2021-07-25,43.0611695,131.84503
88527296,2021-07-25,39.375061225,-9.3358110264
88531924,2021-07-25,50.025368915,-5.0969365798
88532244,2021-07-25,42.5799414659,8.7245473694
88538359,2021-07-24,36.6038866667,-121.9603883333
88543842,2021-07-25,69.6745681761,18.7677478789
88544055,2021-07-24,50.5234333333,-126.5991283333
88553016,2021-07-25,45.72596742,-123.9460835
88553688,2021-07-24,37.4946366667,-122.4993583333
88556351,2021-07-25,27.7006583333,-97.1520471667
88558056,2021-07-13,18.2955641963,-76.7938941131
88560813,2021-07-19,46.0083888889,-1.3237
88560816,2021-07-19,46.0083888889,-1.3237
88564323,2021-07-25,39.0235657412,-123.6913115904
88565897,2021-07-23,34.0373702307,-118.5822813413
88573275,2021-07-25,45.7616393175,-123.9701234457
88575071,2021-07-25,44.6754290763,-124.0778576693
88578325,2021-07-25,36.9964626858,25.136692541
88580668,2021-07-25,59.51963697,-151.45064586
88582960,2021-07-25,44.3755216667,-68.0727305
88592206,2021-07-25,-16.3335716667,-39.0034111167
88592818,2021-07-25,45.2456651705,-64.4565817661
88600088,2021-07-25,48.51367,-123.1504221667
88601498,2021-07-25,48.1505305,-123.6367116667
88601689,2021-07-25,47.4794203083,-122.363020875
88601851,2021-07-25,48.1505611667,-123.636445
88606293,2021-07-25,18.3324664272,-68.8117711991
88610346,2021-07-25,49.3890113842,-123.5509410479
88628472,2021-07-24,48.9387343198,-125.567492003
88630255,2021-07-18,46.2149346,-124.00618801
88632764,2021-07-25,32.190675,-80.6968166667
88637625,2021-07-25,59.9043235779,-149.7224121094
88639993,2021-07-24,-27.4597402501,153.2351848549
88641746,2021-07-25,33.588795,-117.868295
88652933,2021-07-25,19.45778,-96.3143616667
88652977,2021-07-25,19.456805,-96.3140116667
88653141,2021-07-26,1.3140466624,103.9625194996
88653164,2021-07-26,1.3140466624,103.9625194996
88653173,2021-07-26,1.3140466624,103.9625194996
88653191,2021-07-26,1.3140466624,103.9625194996
88653213,2021-07-26,1.3140466624,103.9625194996
88654648,2021-06-19,25.03428,-77.39628
88658906,2021-07-25,53.3488533333,0.2621616667
88668944,2021-07-26,56.8440630689,9.0057908928
88671032,2021-07-20,17.9759325,-66.110066
88672889,2021-06-06,12.5218726703,101.4440703771
88674749,2021-07-19,46.0086527778,-1.3240805556
88674756,2021-07-19,46.0086583333,-1.3241
88674765,2021-07-19,46.0087555556,-1.3238972222
88674789,2021-07-19,46.0086666667,-1.3240916667
88674871,2021-07-19,46.0086583333,-1.324075
88674885,2021-07-19,46.0086527778,-1.3240777778
88674906,2021-07-19,46.0086694444,-1.32395
88674919,2021-07-19,46.0086666667,-1.3239833333
88678501,2021-07-19,46.00885,-1.3242833333
88678508,2021-07-19,46.0089277778,-1.3245222222
88678509,2021-07-19,46.0089277778,-1.3245222222
88680917,2021-07-26,39.6474663016,3.4682195124
88683003,2021-07-20,36.8508526954,22.2579038143
88683445,2021-07-26,37.5683588093,-1.2544853394
88685076,2021-07-20,46.0080333333,-1.3256388889
88685079,2021-07-20,46.008075,-1.325675
88685081,2021-07-20,46.0080527778,-1.3256611111
88688726,2021-07-21,46.0088916667,-1.3275638889
88697488,2021-03-12,49.3247845937,-124.258994765
88714921,2021-07-26,28.9188852814,-13.6651404788
88714994,2021-07-26,35.5785466667,-121.1180945
88715031,2021-07-25,37.23597,-122.4166866667
88716474,2021-07-26,39.5523643494,19.9119930267
88718095,2021-06-30,33.5827868494,-117.8586902707
88722603,2021-07-23,49.0379426657,-122.8834378882
88723288,2021-07-26,32.63114105,-117.14119275
88726802,2021-07-25,38.1735818307,22.3190554093
88732058,2021-07-26,29.7696064366,-85.4030940682
88737176,2021-07-26,30.396755,-86.6353616667
88741980,2021-07-26,35.3727719933,-120.8650646824
88749336,2021-07-26,44.2409008632,-68.3569211885
88752497,2021-07-26,49.970815,-125.20576
88752504,2021-07-26,49.9711016667,-125.206145
88771333,2021-07-26,47.1296666667,-122.9048166667
88783986,2021-07-23,-20.5761883333,164.2845766667
88784078,2021-07-25,37.6957666667,-122.4989616667
88789219,2021-07-26,41.4685707075,9.0390227434
88789277,2021-07-26,41.4685707075,9.0390227434
88790072,2021-07-27,42.5801201,8.7240112
88790476,2021-07-26,21.8726216667,-159.4509716667
88796852,2021-07-27,39.1720307707,23.9536634432
88801465,2021-07-26,-25.2540739054,-48.0551314231
88802396,2010-07-23,45.096087,14.442425
88803559,2010-07-31,45.096246,14.448527
88805491,2009-11-22,45.096387,14.44296
88813310,2021-07-27,32.796401144,-117.2576672306
88814026,2014-05-30,44.849821,13.832501
88814040,2014-05-30,44.849821,13.832501
88815788,2021-04-04,45.277265,12.303755
88818108,2021-07-27,43.56576206,-6.29791163
88825598,2021-07-27,33.8720283333,-118.4074783333
88827414,2021-07-27,43.8325838233,-64.8369401973
88830892,2014-06-12,44.85038,13.834416
88835024,2021-07-27,58.2211888054,11.5006400079
88848393,2021-07-25,34.7171823783,-76.7353644416
88854025,2021-07-27,37.6346640439,-0.691995509
88856743,2021-07-27,21.3323883333,-158.1238721667
88862864,2021-07-27,29.7551574707,-83.6095504761
88863991,2020-12-25,34.4709415107,-120.2273142775
88867850,2021-07-27,44.33858,-68.0674445
88871703,2021-07-27,43.8368442886,-69.5059354312
88873126,2017-10-27,22.3856712655,114.3788810578
88873159,2021-07-17,20.6971571219,-105.5833340694
88873181,2021-07-17,20.872683868,-105.4464006002
88877082,2021-07-26,43.989111,-64.6776019
88880546,2021-07-26,43.1127916667,-124.4371416667
88880728,2021-07-27,34.4106366997,-119.6858431997
88882052,2021-07-25,-27.0057369254,-48.6095215703
88882596,2021-07-24,-27.45974,153.235185
88882846,2021-07-27,25.8129116667,-80.1210555
88883310,2021-07-27,30.3213699723,-87.2104972083
88884510,2021-07-27,36.2420191195,-121.8224675272
88885139,2020-07-03,44.2798166667,-124.1122444444
88885933,2021-07-27,43.8372319938,-69.5064379012
88892830,2021-07-27,20.6809466667,-156.44368
88908497,2017-10-25,22.54264,114.43856
88908498,2017-10-25,22.54264,114.43856
88910379,2021-07-22,48.1400175928,-122.5145277372
88914551,2021-07-28,12.8555616667,100.898675
88915957,2021-07-26,37.5146866667,-122.51307
88916905,2021-07-27,38.7244166379,1.3877957314
88917853,2021-07-27,42.4850196838,-8.8529415131
88917864,2021-07-27,42.4850196838,-8.8529367447
88918710,2021-07-27,39.6716651917,19.7011108398
88922745,2021-07-24,22.4487013889,114.2248463889
88927670,2021-07-27,39.8672027099,3.1480415224
88937948,2021-07-26,24.4466525585,-110.3751371551
88939949,2021-04-24,45.290243,12.307521
88942229,2021-07-28,28.0096721762,-82.9626302863
88951754,2021-07-27,50.4725583333,-128.0314333333
88964133,2021-07-27,42.5942826383,-8.8984866235
88970879,2021-07-25,44.2421333333,-124.1126111667
88972044,2021-07-25,44.2385666667,-124.1125028333
88974202,2021-07-26,37.5143116667,-122.5137383333
88975172,2021-07-26,37.5143116667,-122.5137383333
88977058,2021-07-25,68.0451560243,13.131010279
88979209,2021-07-26,37.5148049134,-122.5140762509
88979269,2021-07-26,37.5166664706,-122.5133642255
88981221,2021-07-28,45.2542616667,-64.342645
88981539,2021-07-25,44.0671430373,-64.5590387044
88982694,2021-07-25,68.1791656826,13.1737709919
88984191,2021-07-28,41.3118214444,19.46269375
88992016,2021-07-24,39.490225121,-123.8028093083
88992657,2021-07-24,39.4904614816,-123.8029384978
88993529,2021-07-28,60.0601757126,-149.4425398484
88994845,2021-07-11,36.602695,-121.8821974741
88995445,2021-07-27,47.2432060242,-124.2169113159
88999579,2021-07-28,34.4106432,-119.6858471997
89008640,2021-07-27,47.4553807683,-122.3782409401
89011234,2021-07-28,,
89011286,2021-07-28,43.3932647705,-70.4229202271
89011911,2021-07-28,34.4311133333,-119.916725
89012023,2021-07-28,43.3991508484,-70.4230194092
89014792,2021-07-28,30.3998588494,-86.6328540209
89016745,2021-07-25,33.58917,-117.8686366667
89019982,2021-07-05,24.8278372151,-110.5679897879
89024382,2021-07-28,38.8227952425,22.8211214393
89027635,2021-07-26,48.4862325645,-124.2680397034
89029582,2016-01-01,16.7595092862,-62.2296522251
89030183,2015-12-30,16.7460222483,-62.235269178
89041826,2021-07-27,43.0743861667,131.8421333333
89045972,2014-05-29,36.7331553713,15.1179867186
89046673,2021-07-21,46.0098888889,-1.3261888889
89053325,2021-07-29,43.2636909485,16.7603473663
89058415,2021-07-29,40.1409656373,17.9789064283
89060899,2021-07-29,40.34830595,23.72874
89062538,2021-06-04,43.0192463468,6.3623889389
89064264,2021-07-24,19.2966,-81.3865667
89066306,2021-07-28,19.8761966667,-96.4815
89069526,2021-07-29,33.8696833333,-118.4063333333
89070882,2021-07-24,47.259047,-122.7524599722
89082207,2021-07-13,22.469847,114.21307
89089629,2021-07-16,47.8820285278,-122.3330683056
89089922,2021-07-29,26.2748541535,-81.8284097544
89090593,2021-07-29,10.5253649739,-75.4960504246
89091845,2021-07-27,33.7193770093,-118.0736175925
89114537,2021-07-29,33.737975,-118.3757777778
89121182,2021-07-20,37.0581034522,25.1084532961
89124603,2021-07-29,37.7359771729,-122.5066146851
89128489,2021-07-29,47.4225479957,-52.6476253895
89129163,2021-07-28,36.6137439807,-121.8568130296
89129293,2021-07-29,44.2421341315,-124.1123926734
89130282,2021-07-29,48.1676416667,-123.7086694444
89135324,2021-07-07,25.2995543288,-110.9467390874
89135343,2021-07-07,25.2966476773,-110.9456370786
89135381,2021-07-28,21.3144033333,-157.6605833333
89139702,2017-07-09,48.750275,-122.9105533333
89140374,2021-07-29,25.7872167804,-80.1254002419
89150346,2021-07-29,26.1167275322,-80.0909546228
89154800,2021-07-29,50.5468166667,-126.833725
89154825,2021-07-29,50.54677,-126.833595
89155266,2021-07-24,48.1661995012,-123.7054540874
89155273,2021-07-24,48.1661995012,-123.7054540874
89155274,2021-07-24,48.1661995012,-123.7054540874
89157364,2021-07-29,20.7362416667,-156.893005
89159036,2021-07-29,26.1215499033,-80.0910212134
89159061,2021-07-29,26.1215499033,-80.0910212134
89159067,2021-07-29,26.1215499033,-80.0910212134
89160366,2021-06-18,49.1086530977,-125.8970233468
89167695,2021-07-29,38.6811904907,15.8949317932
89173001,2021-07-25,17.7790409722,83.3869499722
89173278,2021-05-12,9.6179962,123.1456963
89174150,2017-07-03,27.8264393233,-82.831738882
89174162,2017-07-03,27.8264393233,-82.831738882
89174243,2018-08-03,51.594332363,-4.296495006
89174396,2021-07-29,43.8365966667,-69.507255
89178162,2021-07-26,1.388378002,104.0013888851
89180140,1985-11-19,9.5517257901,-78.9462659461
89181121,2021-07-25,-29.8047967382,-50.036216451
89187786,2019-08-14,47.339195,-122.4922783333
89188630,2021-05-27,10.1832304,123.213851
89190521,2021-07-30,44.3917595556,-68.2227717762
89202361,2019-09-17,-4.340422,39.56895
89217205,2021-07-29,44.43760333,-68.47409667
89219800,2021-07-30,42.384076199,3.1609636846
89240933,2021-07-30,33.8736383333,-118.408225
89242098,2021-07-30,44.2447273027,-124.1146211699
89242456,2021-07-30,13.3147944385,-88.9396097884
89251598,2021-07-26,48.4099466,-123.98380915
89260803,2021-07-29,36.84611272,-121.80789871
89261347,2021-07-24,39.4904136118,-123.8031177905
89261637,2021-07-24,39.4898331339,-123.8002017038
89261862,2021-07-24,39.4907308511,-123.8031970249
89262158,2021-07-30,42.59261135,-124.40357687
89262527,2021-07-30,42.59260256,-124.40354065
89264760,2021-07-25,44.07343,-64.561339
89265530,2021-07-31,-35.015875,150.8173319722
89267069,2021-07-31,-35.0138579722,150.8242689722
89270146,2021-07-08,25.5160715524,-111.064394147
89270162,2021-07-08,25.5160497671,-111.0648739867
89276366,2021-07-08,25.5155448708,-111.0649508122
